id,smiles,domain,charge,multiplicity,basis,homo_ev,lumo_ev,gap,pqr_gap,pred_qm9_aligned_gap,cycle_error,final_confidence
pqr_0209,CO[N+](O)CC(=O)N[C@H](C(C)C)[C@H](O)[C@H](C)C(=O)O,charged_or_radical,1,2,"6-31G(d,p)",-10.20875587268949,-9.678307148667068,0.5304487240224225,12.162,6.971355364702287,0.0363918281133806,low_confidence
pqr_0210,O=C(O)[C@@H]1CC(=S)[C@@H]2CCCC[C@H]2[NH2+]1,charged_or_radical,1,1,def2-SVP,-9.504411558521891,-5.449966204078221,4.054445354443673,9.54,6.8016415169554,2.779828188150553,low_confidence
pqr_0211,CC(C)CCC[N@H+](O)CC(C)C,charged_or_radical,1,1,"6-31G(d,p)",-11.45086586544628,-4.304198851018054,7.146667014428227,14.568,8.945125421055117,1.0223680433162468,low_confidence
pqr_0212,CC(C)C[N@@H+](O)CC(C)(C)C,charged_or_radical,1,1,"6-31G(d,p)",-12.499832137148813,-4.35990004922426,8.139932087924551,14.486999999999998,8.87097471963104,0.5944514768733598,low_confidence
pqr_0213,CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O,charged_or_radical,1,1,def2-SVP,-10.390205706190107,-3.8664517923367647,6.523753913853345,7.311999999999999,7.730867865431256,5.239203979867019,low_confidence
pqr_0214,CCC[N@@H+](O)C(C)C,charged_or_radical,1,1,"6-31G(d,p)",-13.029419536388705,-4.433179374486885,8.596240161901818,14.498,8.914801650182214,0.9882965924785712,low_confidence
pqr_0215,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,charged_or_radical,1,1,def2-SVP,-8.671672592584937,-3.955901415962005,4.715771176622932,8.247,7.292515460411686,4.160129238440005,low_confidence
pqr_0216,CC1(C)C[C@@H]1[N@H+](O)C1CC1,charged_or_radical,1,1,"6-31G(d,p)",-11.867303644083274,-4.037454029642511,7.829849614440762,14.156,8.706366236280367,1.213596962107898,low_confidence
pqr_0217,CCCC(CCC)C(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,charged_or_radical,1,1,"6-31G(d,p)",-10.10903631821918,-3.554424217476824,6.554612100742356,8.285,6.976541329078675,3.851380363113421,low_confidence
pqr_0218,C[NH2+]OC,charged_or_radical,1,1,"6-31G(d,p)",-13.653251942736066,-4.697011326044603,8.956240616691463,11.343,9.201711023392354,1.2282100718031792,low_confidence
pqr_0219,CC(C)(C)[N@@H+](O)C1(C)CCC1,charged_or_radical,1,1,"6-31G(d,p)",-12.267040332452815,-3.5523301981293525,8.714710134323465,14.138,8.787206844279957,0.7009385594156008,low_confidence
pqr_0220,O[NH+]1CCCCC1,charged_or_radical,1,1,"6-31G(d,p)",-13.166896503674636,-4.5659206005906725,8.600975903083963,14.456,8.935606164541909,1.3430647817390238,low_confidence
pqr_0221,O=C1[N+](C[C@H]2CO2)C(=O)[N+](C[C@@H]2CO2)C(=O)[N+]1C[C@@H]1CO1,charged_or_radical,3,4,"6-31G(d,p)",-18.68113193647153,-17.87178717280456,0.8093447636669728,12.895,6.863487562890185,0.9915911290930204,low_confidence
pqr_0222,CCC[C@H](C)[N@H+](O)C1(C)CC1,charged_or_radical,1,1,"6-31G(d,p)",-12.21219862374386,-3.830202998169242,8.38199562557462,14.224,8.844442438057644,0.6214839802984038,low_confidence
pqr_0223,[Li][NH+]O,charged_or_radical,1,2,def2-SVP,-12.917231740749656,-8.503376004814527,4.413855735935128,10.984,8.509650580601118,2.002575113525852,low_confidence
pqr_0224,CCCCC[N@H+](O)[C@@H](C)CC,charged_or_radical,1,1,"6-31G(d,p)",-12.131539188270215,-4.35166744438372,7.779871743886498,14.472,8.938389369952333,1.0053827437059653,low_confidence
pqr_0225,S[P@]12S[P@]3(S)S[P@](S)(S1)S[P@](S)(S2)S3,charged_or_radical,0,5,def2-SVP,-3.7908265537921615,-2.6067078110311512,1.1841187427610105,10.042000000000002,7.209187870785264,2.072325736249468,low_confidence
pqr_0226,CC1(C)C[C@H](O)CC(C)(C)[N@H+]1OOC(=O)CCN1CC1,charged_or_radical,1,1,"6-31G(d,p)",-9.57076916308979,-3.9502379602987383,5.620531202791052,9.588,7.0184723630181605,2.782807461844872,low_confidence
pqr_0227,N[C@H]1NC(=O)[C@H]2NCN(CC[C@@H](O)CO)[C@@H]2[NH2+]1,charged_or_radical,1,1,"6-31G(d,p)",-9.72518409926567,-4.525235399371808,5.199948699893863,9.014,6.936583472698167,3.366250775883925,low_confidence
pqr_0228,CC(C)C[N@@H+](O)[C@@H]1C[C@H]1C,charged_or_radical,1,1,"6-31G(d,p)",-11.860887920130144,-4.379784341252427,7.481103578877716,14.356000000000002,8.858009602392764,0.9488884901675334,low_confidence
pqr_0229,CC(C)CC[N@H+](O)C(C)(C)C,charged_or_radical,1,1,"6-31G(d,p)",-12.33687748027433,-4.251970784624648,8.084906695649682,14.422,8.869537927300893,0.5877600613315046,low_confidence
pqr_0230,N=C1S[C@@H]2CCCC[C@@H]2C2=NCCC[N+]12,charged_or_radical,1,2,def2-SVP,-10.620296670758664,-9.686835404861624,0.9334612658970391,11.078,6.831428850163373,1.2871031949721434,low_confidence
pqr_0231,CCCC(C)(C)[N@H+](O)CCC(C)C,charged_or_radical,1,1,"6-31G(d,p)",-12.23436418574068,-3.501559730574222,8.732804455166457,14.416,8.854191071668552,0.5805276445457181,low_confidence
pqr_0232,O=C1NC[NH2+][C@@H]2[C@@H]1NCN2[C@@H]1C[C@H](CO)[C@H](O)[C@H]1O,charged_or_radical,1,1,"6-31G(d,p)",-9.769211501186676,-3.94997434011674,5.819237161069935,8.807,6.947450448771402,3.534017079846853,low_confidence
pqr_0233,C[N+]1(C)[C@H](CSS(O)(O)O)C[S]1S(O)(O)O,charged_or_radical,1,2,def2-SVP,-8.833322994417609,-7.886839820792571,0.946483173625038,7.138,8.11665836369504,5.352411543627747,low_confidence
pqr_0234,C[N@@H+](O)C(C)(C)C,charged_or_radical,1,1,"6-31G(d,p)",-13.46962513623859,-4.543765903040097,8.925859233198493,14.445,8.975134858941257,1.1495359218277876,low_confidence
pqr_0235,C[N@H+]1CNC(=N)[C@@H]2NCN([C@H]3C[C@H](O)[C@@H](CO)O3)[C@@H]21,charged_or_radical,1,1,"6-31G(d,p)",-9.546261295316624,-3.470424393755454,6.0758369015611695,8.409,6.889080346578811,3.6027241058622987,low_confidence
pqr_0236,C[C@@H]1CC[C@H]1[N@@H+](C)O,charged_or_radical,1,1,"6-31G(d,p)",-12.034675193523553,-4.526062368229505,7.508612825294049,14.436,8.779403570329409,1.28610075766764,low_confidence
pqr_0237,N[C@@H]1NC(=O)[C@@H]2[C@@H](CN[C@@H]3[C@@H](O)[C@@H](O)[C@@H]4O[C@H]34)CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@H]2[NH2+]1,charged_or_radical,1,1,"6-31G(d,p)",-8.275923493152332,-4.61409850175859,3.6618249913937433,11.657,7.522277704909747,0.5270359111701843,low_confidence
pqr_0238,C[C@@H]1CC[C@@H]1[N@H+](O)[C@H]1C[C@@H]1C,charged_or_radical,1,1,"6-31G(d,p)",-11.899616082114736,-4.263035502247767,7.636580579866966,14.233,8.843766388611805,1.2050046733453676,low_confidence
pqr_0239,CCC(C)(C)C[N@@H+](O)[C@@H]1CCC1(C)C,charged_or_radical,1,1,"6-31G(d,p)",-11.746743560171698,-4.105183672253374,7.641559887918324,14.381,8.820927568327438,0.8990712642173797,low_confidence
pqr_0240,CC[N@@H+](O)C1CCC1,charged_or_radical,1,1,"6-31G(d,p)",-12.558757486107975,-4.44090587314353,8.117851612964445,14.429,8.860588613105584,1.2163077770116448,low_confidence
pqr_0241,CO[NH+]C(=N)NCCC[C@H](N)C(=O)O,charged_or_radical,1,2,"6-31G(d,p)",-10.028388822665926,-9.570600385662114,0.4577884370038123,12.936,7.128782076473929,0.9736554467831215,low_confidence
pqr_0242,CC1([N@H+](O)C2CCCCC2)CC1,charged_or_radical,1,1,"6-31G(d,p)",-11.73454455639856,-4.160340117215602,7.574204439182958,14.056,8.81374517500962,0.8908191850142533,low_confidence
pqr_0243,C[C@H]1C[C@@H]1[N@H+](O)C(C)(C)C,charged_or_radical,1,1,"6-31G(d,p)",-11.871485787526156,-4.417694367977164,7.453791419548993,14.239,8.795488550816609,0.6839898056903042,low_confidence
pqr_0244,C[N+](C)(C)C[C@H](CC(=O)O)OC(=O)C1CCC1,charged_or_radical,1,1,"6-31G(d,p)",-10.089251035977084,-3.742090830187914,6.347160205789172,8.030000000000001,6.953762777837373,3.849387018402947,low_confidence
pqr_0245,C[N+](C)(C)C[C@H](O)CC(=O)O,charged_or_radical,1,1,"6-31G(d,p)",-10.049440928411537,-3.5483055966194894,6.501135331792046,11.463,7.134136796387454,0.8859220316011331,low_confidence
pqr_0246,C[N+](C)(C)CCSC[C@H](N)C(=O)O,charged_or_radical,1,1,def2-SVP,-9.281289609439408,-3.51217487659624,5.769114732843168,10.83,7.049114099929094,1.6230307591351902,low_confidence
pqr_0247,O=C1N[C@H]2CCCN[C@H]2[NH2+][C@H]2CCCC[C@@H]12,charged_or_radical,1,1,"6-31G(d,p)",-10.24801416285199,-3.802933393825081,6.445080769026907,10.921,6.9673166405831,1.430365181511327,low_confidence
pqr_0248,C[C@@H]1[C@@H](C(=O)NCCO)[N+](O)[C@H]2CCCC[C@@H]2[N+]1O,charged_or_radical,2,3,"6-31G(d,p)",-14.25790540051476,-13.850889946546207,0.4070154539685509,6.902000000000001,7.180010547653496,5.588916937730094,low_confidence
pqr_0249,CCCCC[N@@H+](O)[C@H]1C[C@@H]1C,charged_or_radical,1,1,"6-31G(d,p)",-11.687806293272866,-4.305965996160011,7.381840297112855,14.395,8.919822282131687,1.0284741848327863,low_confidence
pqr_0250,O=C(NCc1ccc2c(c1)OCO2)[C@H]1Cc2c(sc3ccccc23)CN1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.428656532449415,-0.6036201731802242,4.82503635926919,10.956,5.658259487901591,0.1236865297816134,low_confidence
pqr_0251,CN(C)[C@H]1C[C@@H](c2ccc(Br)cc2)c2ccccc21,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.701704519084893,-0.7317519548135141,4.969952564271379,8.832,5.67030132818536,1.0381468226664197,low_confidence
pqr_0252,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.46245761114228,-2.4939938542307405,2.968463756911539,7.706,5.5912835437929616,3.2787006092872675,low_confidence
pqr_0253,COc1cc(Cl)c(OC)cc1N,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.035999767036231,-0.0601925569970686,4.975807210039164,8.043000000000001,5.642266573656284,2.060442649662781,low_confidence
pqr_0254,C=NNc1cccc(Cl)c1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.735238806667344,-0.9495934986899608,4.785645307977384,8.166,5.383848074402088,1.7711722091879611,low_confidence
pqr_0255,O=C1c2ccccc2C(=O)N1Br,heteroatom_rich_non_qm9,0,1,def2-SVP,-7.483826579939481,-2.8050852434434925,4.678741336495988,11.193,5.281906463556347,0.1377337388606179,low_confidence
pqr_0256,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CCl,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.338039856790124,-1.5722436905030537,4.76579616628707,9.771,5.401059672899553,2.521294183360995,low_confidence
pqr_0257,Clc1c2ccccc2cc2ccccc12,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.401471855448457,-2.240188429885118,3.161283425563339,7.151000000000001,5.3456119152621575,2.7057728155523675,low_confidence
pqr_0258,NNC(=S)Nc1ccc(Cl)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.433839188351571,-1.0871915344269525,4.346647653924618,10.841,5.478354000603556,0.76444225528601,low_confidence
pqr_0259,O=C(O)C[S@](=O)C(c1ccccc1)c1ccccc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.276945199354963,-1.2191093208132031,5.057835878541761,8.67,5.443089463462874,2.243360822473752,low_confidence
pqr_0260,O=[S@](O)CNc1ccc(S(=O)(=O)c2ccc(NC[S@](=O)O)cc2)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.1940720726018,-1.565831349474275,4.628240723127526,8.568999999999999,5.579561906404005,2.0658531629342605,low_confidence
pqr_0261,Nc1c(C(=O)Nc2cccc(F)c2)sc2nc(-c3cccs3)ccc12,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.607108919362935,-2.238474690806968,3.368634228555967,6.42,5.447931157784357,4.467301428444571,low_confidence
pqr_0262,NS(=O)(=O)c1cccc(-c2[nH]nc3ccc(NC(=O)Cc4ccccc4)cc23)c1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.63116475258573,-1.935343361645821,3.695821390939909,7.167,5.615838200143358,3.7749511517295833,low_confidence
pqr_0263,CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.117414980110869,-2.173478409704141,3.943936570406728,7.751,5.557631650874394,2.99510181372788,low_confidence
pqr_0264,N#CC(C#N)=NNCc1ccc(Cl)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-7.011174521138582,-2.76652121113108,4.244653310007502,8.606,5.654853186164412,1.8152804808321896,low_confidence
pqr_0265,c1ccc(-c2cc(SSc3cc(-c4ccccc4)sn3)ns2)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.4082061145598335,-2.1668420986688823,4.241364015890951,9.37,5.512549564956792,0.7847297873199715,low_confidence
pqr_0266,O=C(O)c1cc(CCc2ccc(Cl)cc2)c[nH]1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.146589456842562,-0.9392646484274842,5.207324808415078,8.792,5.5684535579975005,2.010203636749268,low_confidence
pqr_0267,O=S(=O)(c1ccccc1)C(F)S(=O)(=O)c1ccccc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-7.385571740096501,-2.6766473756189946,4.7089243644775065,9.693,5.535400100850882,0.9161071422752548,low_confidence
pqr_0268,O=C(O)CCc1ccc(-c2ccc(Cl)cc2)o1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.646855983818441,-1.1873643603230593,4.459491623495382,8.056,5.42492243171133,3.045159301578789,low_confidence
pqr_0269,CC(C)c1ccc(-c2cc(C(=O)Cl)c3ccccc3n2)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.386107916040354,-2.6323690871388497,3.753738828901504,10.848,5.342080486230406,0.3045211076968304,low_confidence
pqr_0270,O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(I)cc(I)c2O)ccc1Cl,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.382895954018694,-2.196378961534023,4.186516992484671,7.431000000000001,5.369267793440781,3.4802197637412355,low_confidence
pqr_0271,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-7.49950787836605,-2.6015059379515018,4.898001940414548,8.541,5.54458749427797,2.485878594078116,low_confidence
pqr_0272,Nc1nc2ccccc2n1Cc1ccc(Cl)c(Cl)c1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.3366927151466585,-1.3101076872921191,4.026585027854539,10.792,5.562338946120649,0.5012528365528262,low_confidence
pqr_0273,CO[C@]1(CO)Nc2cc(Br)ccc2C1=O,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.308083817668812,-2.150577657302768,4.157506160366044,8.07,5.616031861620206,2.708909121450805,low_confidence
pqr_0274,N#Cc1ccc(C(=O)c2ccc(S[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.138004761276664,-2.7879977018565985,3.350007059420065,7.354,5.617404595077998,3.5319181567752453,low_confidence
pqr_0275,COC(=O)c1ccccc1[C@H]1c2ccc(N)cc2Oc2c1ccc(N)c2I,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.2052934574657685,-1.331017023398062,3.8742764340677063,8.112,5.545813250866077,2.626118869496528,low_confidence
pqr_0276,c1cnc2ccsc2c1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.378405944728006,-1.460582134289555,4.917823810438451,10.996,5.369680660092257,1.5639777276064812,low_confidence
pqr_0277,COc1ccc(CC(=O)c2cc(Cl)c(O)cc2O)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.9608208188407295,-1.4289080521015414,4.531912766739188,10.941,5.468515590992147,0.1806919473953492,low_confidence
pqr_0278,CNc1nc2ccc(-c3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)cc2s1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.187304842921407,-1.408633758205183,3.778671084716223,7.504,5.453900814404449,3.32356031643499,low_confidence
pqr_0280,Cc1csc(NC(=O)CSc2ccc(-c3ccccc3)nn2)n1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.805815482913975,-1.997776323772704,3.808039159141271,7.034,5.525694080815311,4.03415570907825,low_confidence
pqr_0281,Clc1ccc2c(c1)oc1ccccc12,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.195607706235536,-1.4376421706966542,4.757965535538881,8.284,5.320318748105094,2.17820121616416,low_confidence
pqr_0282,O=C1C(O)=CC=C/C1=C1\N[C@H](C(=O)N(O)CCc2cnc[nH]2)CS1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.245740792521781,-1.87028056154526,3.375460230976522,7.187999999999999,5.59018226258071,3.987334659721854,low_confidence
pqr_0283,O=C1C=CC=C/C1=C\NNC(=S)N/N=C(\c1ccccc1)c1ccccn1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.482628827452031,-2.35600610973991,3.12662271771212,7.122000000000001,5.363504822511514,3.748640975723432,low_confidence
pqr_0284,Nc1c(O)cc(Cc2cc(Cl)c(N)c(OS(=O)(=O)O)c2)cc1Cl,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.393488539868294,-2.1516066688579563,3.241881871010337,7.538,5.665827584107566,3.1391693537200105,low_confidence
pqr_0285,Cc1nc2ccccc2n1S(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.4942830840792185,-4.074242158501375,2.4200409255778443,6.86,5.416568969799044,4.158020976085239,low_confidence
pqr_0286,O=C(c1ccc(OCCN2CCCC2)nc1)c1c(-c2ccc(OCCN3CCCC3)cc2)sc2ccccc12,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.7226644601209005,-1.96180091387716,3.760863546243741,7.484,5.6520772578394975,3.632241786822648,low_confidence
pqr_0287,O=C1O/C(=C\Br)CC[C@@H]1c1ccccc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.568098515071581,-1.0516050297836048,5.516493485287976,12.099,5.524145469844691,0.9771377255878892,low_confidence
pqr_0288,Sc1cccc2cccc(S)c12,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.354656188403262,-1.784015398390539,3.5706407900127237,6.49,5.519471454095086,3.053093262535244,low_confidence
pqr_0289,O=c1[nH]c2cc(C(F)(F)F)cc(Cl)c2[nH]c1=O,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.878326182120396,-2.536608239315991,4.341717942804404,7.930999999999999,5.574711278817485,2.916468567093231,low_confidence
pqr_0290,N=C(N)c1ccc(C[P@@](=O)(O)Oc2ccccc2)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.134965939598335,-1.168131063864805,4.96683487573353,8.431000000000001,5.606263586045493,2.352935141935797,low_confidence
pqr_0291,O=C(O)c1ccc(O)c(I)c1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.705060457014988,-1.6614457692878886,5.043614687727099,11.224,5.565796861546189,0.0409847729601473,low_confidence
pqr_0292,NS(=O)(=O)c1cccc2cnccc12,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.832729536959325,-2.547523066495151,4.285206470464173,11.339,5.3081166378218185,0.4980262083601339,low_confidence
pqr_0293,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,heteroatom_rich_non_qm9,0,1,def2-SVP,-7.32096803095805,-2.729104748334642,4.591863282623407,8.685,5.665376648439969,2.1962439852146964,low_confidence
pqr_0294,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.442628078366853,-2.14880704450844,4.293821033858413,7.978999999999999,5.598712992367905,2.9780648459349788,low_confidence
pqr_0295,N[C@@H](C(=O)O)c1cc(O)ccc1Cl,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.137490984250446,-0.9520273143909326,5.185463669859513,8.859,5.485679754207988,2.394901532667016,low_confidence
pqr_0296,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.849830388566079,-1.2812030761353317,4.568627312430746,11.205,5.540540836219839,0.0979797667583923,low_confidence
pqr_0297,O=C1C=CC(O)(c2cc3ccccc3n2S(=O)(=O)c2ccccc2)C=C1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.054098317376468,-2.3756104299102105,3.678487887466258,7.712,5.322057326206682,3.460778162596018,low_confidence
pqr_0298,O=c1oc2ccccc2c(O)c1[C@@H](C[C@H](O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.906085337579234,-2.060610944916341,3.845474392662893,11.055,5.592172835580032,0.2696983405135302,low_confidence
pqr_0299,Nc1ncnc2c1ncn2Cc1ccccc1NC(=O)CBr,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.088579424238941,-1.3356693245807782,4.752910099658163,8.488,5.528038912221523,2.4908090480427543,low_confidence
pqr_0300,CC(=O)SSCc1ccccc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.386147417248039,-2.051816004786747,4.334331412461292,10.668,5.841417803594575,0.1338784451109038,low_confidence
pqr_0301,N[C@H](C(=O)O)[C@@H](CC(=O)O)c1ccc(Cl)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.499042756741221,-0.7819232492619556,5.717119507479265,12.341,5.872831432427021,1.275849003408597,low_confidence
pqr_0302,CSCC/C=N/NC(=O)c1ccncc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.990552257366955,-2.30853686380114,3.6820153935658153,7.701,5.744370460908659,3.2684097043069915,low_confidence
pqr_0303,C[C@H](OC(=O)/C=C/c1ccc(Cl)cc1)C(=O)O,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.798730685700609,-2.330746272909633,4.467984412790976,8.484,5.719923839548017,2.249861167112904,low_confidence
pqr_0304,CCN[C@H](Cc1ccccc1N)c1sccc1C,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.316170210249335,-0.1984419140471714,5.117728296202163,8.464,5.775528079495093,2.017874237870528,low_confidence
pqr_0305,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(CN2)C(=O)Nc2ccccc23)cc1Br,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.32856609090802,-1.9071910575074855,4.421375033400534,11.067,5.84085015749214,0.1459905784356614,low_confidence
pqr_0306,CCCCNC(=O)c1ccc(Cl)cc1O,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.496785934621674,-1.3331697944020884,5.163616140219586,8.732000000000001,5.791612870446383,2.611598684686907,low_confidence
pqr_0307,CC(=O)NCCSc1ccc(O)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.227390955857142,-0.6206846024892321,5.606706353367909,8.202,5.690789840473268,2.7542137844960592,low_confidence
pqr_0308,CC(C)(O/N=C/c1ccc(Cl)cc1)C(=O)O,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.326868597746935,-1.5884627624081011,4.738405835338833,11.613,5.78249021831219,0.8071183716594401,low_confidence
pqr_0309,NCc1ccc(C[C@@H](C[P@@](=O)(O)[C@@H](N)CCc2ccccc2)C(=O)O)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.907077811390537,-0.7040631427023611,5.203014668688176,8.692,5.837956100261341,2.4038032441222583,low_confidence
pqr_0310,Cl[Si]1(Cl)Oc2ccccc2O[Si](Cl)(Cl)Oc2ccccc2O1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.597162351635331,-1.069043606599042,5.528118745036289,8.171,5.916342179742782,2.25256619448756,low_confidence
pqr_0311,CC(=O)O[C@]1(C(C)=S)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.776526538266786,-1.8529990554407207,3.923527482826066,7.228999999999999,5.845182243961483,4.557899210728285,low_confidence
pqr_0313,Cc1cc(C)n(C(=O)CCNc2ccc(S(N)(=O)=O)cc2)n1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.168344125584268,-1.9808861717722897,4.187457953811978,7.927,5.796319770138777,3.0067312837671247,low_confidence
pqr_0314,CC(C)C[C@H]1CC[C@H](C(=O)COS(=O)(=O)c2ccccc2)CC1,heteroatom_rich_non_qm9,0,1,def2-SVP,-7.103725388396998,-2.08511480656652,5.018610581830478,9.155,5.745724250799557,2.0534797384653274,low_confidence
pqr_0315,O=C(CCC1CCCCC1)Nc1cc(NS(=O)(=O)c2cccs2)cc(-c2csc(=O)[nH]2)c1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.757940745768263,-1.9834608845019177,3.774479861266345,10.294,5.861664240786599,0.8265823088119504,low_confidence
pqr_0316,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.413604535573939,-0.6946792801520125,4.718925255421927,8.471,5.738672933671518,2.210368386984223,low_confidence
pqr_0317,CCN(CC)C(=O)CN(C(=O)CCl)c1ccccc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.295969420103725,-1.1784709770525377,5.117498443051187,12.145,5.852890569053049,1.069831874781805,low_confidence
pqr_0318,Cc1nc2ccc(Br)cc2c(-c2ccc(Cl)cc2)c1[C@H](OC(C)(C)C)C(=O)O,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.343216576485848,-2.0411491995199564,4.302067376965892,7.81,5.77304009790123,3.0444775238054707,low_confidence
pqr_0320,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.543499663313217,-2.459012424617339,4.084487238695878,7.511,5.921548329285659,3.438935328941532,low_confidence
pqr_0321,COc1ccc2nc([S@@](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,heteroatom_rich_non_qm9,0,1,def2-SVP,-5.681695264287696,-1.3321138280576648,4.349581436230031,8.152,5.743305790280356,2.5882036523417487,low_confidence
pqr_0322,FC(F)(F)c1nc2c(Cl)cc(Cl)c(Oc3cc(Cl)c(Cl)cc3Cl)c2[nH]1,heteroatom_rich_non_qm9,0,1,def2-SVP,-6.444933911710128,-1.9097895476531723,4.535144364056956,11.055,5.783401322302876,0.4849712040891312,low_confidence
