smiles,gap,mol_weight,exact_mass,dipole_moment,heat_formation,polarizability,subset
O=CC1CCC1,10.401000000000002,84.11642000000003,84.057514876,3.193,-124.98344,9.660794,QM9-overlap reference
CNC(=O)C1CCC1,14.093,113.15764000000004,113.084063977,3.651,-188.9251,12.718982,QM9-overlap reference
CCOCCCOCC,12.06,132.20074000000002,132.115029752,2.556,-435.03347,15.053317,QM9-overlap reference
CNC(=O)C(=O)NC,10.559,116.11852000000005,116.058577506,5.809,-342.61803,11.294642,QM9-overlap reference
O=c1cc[nH]c(=O)[nH]1,12.43,114.10264,0.0,4.48,-310.36507,0.0,QM9-overlap reference
CCCOC(=O)C1CC1,11.343,128.16898000000003,128.083729624,1.759,-349.55225,14.161246,QM9-overlap reference
Oc1ccccc1,0.0,94.11124000000002,94.041864812,3.566,33.85544,10.898963,QM9-overlap reference
Oc1ccccc1,12.271,94.11124000000004,94.041864812,1.308,-92.70895,11.079181,QM9-overlap reference
CCCC(=O)CCO,13.901,116.15828000000006,116.083729624,4.347,-462.61851,12.533639,QM9-overlap reference
Cc1cccnc1,12.694,93.12648000000004,93.057849229,2.768,92.32417,11.530702,Psi4-recomputed reference
CC(=O)OC1CCC1,11.605,114.14240000000004,114.06807956,2.153,-381.14323,12.189186,QM9-overlap reference
N#Cc1n[nH]nc1C#N,11.89,119.08424,119.023195057,5.296,582.5235,11.280151,QM9-overlap reference
C[C@@H]1CC[C@H]1S[C@@H]1CCC1(C)C,11.702,184.3414999999998,184.12857164,1.65,-45.09203,22.776304,Psi4-recomputed reference
CNC(=O)C(C)C,14.15,101.14694000000004,101.084063977,3.453,-275.0248,11.420133,QM9-overlap reference
CCc1ccccc1O,12.204,122.16440000000006,122.07316494,1.949,-142.80388,14.827776,QM9-overlap reference
CCOC(=O)C1(C)CC1,14.601,128.16898000000003,128.083729624,2.246,-354.03143,14.134896,QM9-overlap reference
O=C1NCCO1,14.13,87.07730000000002,87.032028405,5.501,-332.67136,7.876779,QM9-overlap reference
CCC(=O)OC(C)(C)C,14.814,130.18486000000004,130.099379688,1.839,-526.53566,14.461613,QM9-overlap reference
CCCCCC=O,10.868,100.15888000000008,100.088815004,2.925,-252.62071,11.951807,QM9-overlap reference
CCCc1ccncc1,10.007,121.17964000000006,121.089149357,3.161,48.07368,15.178655,QM9-overlap reference
O=C1CCCCCN1,14.106,113.15764000000004,113.084063977,4.662,-255.17935,12.782892,QM9-overlap reference
O=Cc1cocn1,12.636,97.07212,97.016378341,4.604,-95.56136,9.06099,QM9-overlap reference
CC1(C)CC1(C)C,15.678,98.18606000000008,98.109550448,0.449,-54.50257,13.190804,QM9-overlap reference
CCCOCCC(C)C,11.919,130.22792000000007,130.135765196,1.304,-333.44293,16.16122,QM9-overlap reference
O=CNC1CCC1,10.779,99.13106000000003,99.068413913,3.181,-71.47961,10.610952,QM9-overlap reference
Cc1cccc(=O)[nH]1,11.663,109.12588000000004,109.052763849,4.839,-132.29274,12.5373,QM9-overlap reference
N#Cc1ccccc1,9.497,103.12130000000002,103.042199165,4.228,223.99289,12.74277,QM9-overlap reference
O=C1CCCCC1,10.887,98.14300000000004,98.07316494,3.472,-249.07474,11.519001,QM9-overlap reference
Nc1nonc1N,11.991,100.07936000000002,100.038510768,4.396,219.29901,8.790754,QM9-overlap reference
CCC1(C)CC1,0.0,84.15948000000004,84.093900384,0.679,91.92628,11.169574,QM9-overlap reference
CCCOC(C)C,11.98,102.17476000000008,102.104465068,1.326,-303.11362,12.479079,QM9-overlap reference
COCC(C)(C)C,11.993,102.17476000000008,102.104465068,1.342,-287.16055,12.415514,QM9-overlap reference
CCCC(=O)C1CCC1,13.84,126.19616000000006,126.104465068,2.941,-224.54484,15.089596,QM9-overlap reference
CC(=O)NC1(C)CC1,14.16,113.15764000000006,113.084063977,3.581,-167.41166,12.823733,QM9-overlap reference
CCCCOC(C)(C)C,11.984,130.22792000000004,130.135765196,1.301,-358.08754,16.128146,QM9-overlap reference
Cc1nccn1CCO,12.868,126.15640000000003,126.07931295,5.957,-87.76591,13.688725,QM9-overlap reference
c1cnon1,10.515,70.05008000000001,70.016712694,2.709,201.52781,6.115284,QM9-overlap reference
Cc1nonc1C,13.26,98.10324000000004,98.048012822,4.216,120.01892,9.927648,QM9-overlap reference
CCOCCCC(C)C,11.948,130.22792000000007,130.135765196,1.321,-332.4381,16.157601,QM9-overlap reference
CN(N=O)[C@@H]1CO1,10.01,102.09194000000002,102.042927442,2.461,-4.01616,9.494716,Psi4-recomputed reference
N#CC#N,15.739,52.0348,52.00614801,0.001,299.09378,4.968501,Psi4-recomputed reference
O=C1CCOCC1,13.947,100.11582000000004,100.052429496,2.762,-357.41688,10.296037,QM9-overlap reference
O=CC1CC1,10.367,70.08984000000002,70.041864812,3.227,-65.18376,7.975037,QM9-overlap reference
N=C1S[C@@H]2CCCC[C@@H]2C2=NCCC[N+]12,11.078,223.33777999999992,223.114318559,0.988,273.52406,26.170944,Psi4-recomputed reference
C1C[C@H]2CC[C@@H]1N=N2,10.114,110.15700000000004,110.08439833,4.213,121.64088,12.62894,Psi4-recomputed reference
CCOC1CCC1,11.956,100.15888000000008,100.088815004,1.263,-194.04734,11.968144,QM9-overlap reference
CC(=O)C1CCC1,13.947,98.14300000000006,98.07316494,3.046,-184.88068,11.429822,QM9-overlap reference
N#CC(=O)C#N,9.899,80.0449,80.00106263,0.623,200.29437,7.027455,QM9-overlap reference
O=C1NCCNC1=O,13.189,114.10264000000002,114.042927442,7.457,-295.97832,10.723859,QM9-overlap reference
CC(=O)NC1CCCC1,14.098,127.18422000000008,127.099714041,3.913,-285.9552,14.605689,QM9-overlap reference
C,0.0,16.04246,16.031300127999998,0.0,117.0261,2.287129,QM9-overlap reference
CCCCCC(C)C,14.887,114.22852000000007,114.140850576,0.101,-204.38098,15.439101,QM9-overlap reference
O=CC(F)(F)F,13.593,98.0239496,97.997949312,2.379,-772.44815,4.817912,QM9-overlap reference
Nc1ccn[nH]1,12.613,83.09190000000002,83.048347175,3.643,198.05684,8.687859,QM9-overlap reference
CCC(=O)C1CC1,13.793,98.14300000000006,98.07316494,2.753,-142.44713,11.564348,QM9-overlap reference
c1cnnnc1,12.656,81.07602000000001,81.032697111,5.305,301.85475,8.103119,QM9-overlap reference
COC(=O)CCC(C)C,11.636,130.18486,130.099379688,1.756,-489.08432,14.486481,QM9-overlap reference
CCCCCCCCO,16.434,130.22792000000007,130.135765196,2.12,-368.49051,16.065433,QM9-overlap reference
CCCC1CCCC1,14.618,112.21264000000008,112.125200512,0.042,-147.59062,14.875153,QM9-overlap reference
C1=CC=CC=CC=C1,9.189,104.14912000000004,104.062600256,0.011,249.49134,13.786127,QM9-overlap reference
C1=CC=CC=CC=C1,8.883000000000001,104.14912000000004,104.062600256,0.023,249.50761,13.855663,QM9-overlap reference
CCNC=O,10.751,73.09378000000004,73.052763849,3.784,-195.19207,7.755796,QM9-overlap reference
C=Cc1ccncc1,12.775,105.13718000000004,105.057849229,2.742,189.91268,13.226976,Psi4-recomputed reference
CCCOC=O,14.919999999999998,88.10512000000004,88.052429496,2.018,-404.97098,9.009151,QM9-overlap reference
CCC/C=N/O,10.606,87.12036000000005,87.068413913,1.227,-90.80076,9.719973,Psi4-recomputed reference
C#CCC(C)(C)C,12.25,96.17018000000006,96.093900384,1.158,102.4852,12.857097,QM9-overlap reference
CC(=O)CC(=O)C(C)C,10.602,128.16898000000003,128.083729624,1.668,-442.39925,13.927023,QM9-overlap reference
NCC(F)(F)F,14.674,99.0550696,99.029583793,1.217,-689.31299,5.80685,QM9-overlap reference
CCCC(=O)NC(C)C,14.176000000000002,129.20010000000005,129.115364105,3.703,-334.93496,15.125026,QM9-overlap reference
O=C1OCCO1,11.782,88.06205999999999,88.016043988,5.068,-493.84449,7.316931,QM9-overlap reference
O=C1CCCC(=O)N1,10.871,113.11458000000002,113.047678469,4.167,-417.09807,11.361715,QM9-overlap reference
CC1(C)COC=N1,14.019000000000002,99.13106000000003,99.068413913,1.862,-146.53347,10.853781,QM9-overlap reference
CN(C=O)CO,10.79,89.09318000000003,89.047678469,3.262,-377.42075,8.45518,Psi4-recomputed reference
COC(=O)CN,13.747,89.09318000000003,89.047678469,1.826,-368.55542,8.394811,QM9-overlap reference
C[NH2+]OC,11.343,62.091019999999986,62.060588880999994,0.788,-77.53242,6.347184,Psi4-recomputed reference
c1cnc2c(c1)CCC2,12.487000000000002,119.16376000000004,119.073499293,2.509,92.14887,14.759098,QM9-overlap reference
Fc1cncnc1,12.593,98.07842320000002,98.028026326,0.979,-7.99345,8.931626,QM9-overlap reference
OC1CCC1,16.414,72.10572000000003,72.057514876,1.728,-182.68584,8.198891,QM9-overlap reference
O=CC1CCCCC1,13.71,112.16958000000008,112.088815004,3.181,-230.72601,13.311618,QM9-overlap reference
CCCC#N,16.181,69.10508000000003,69.057849229,4.063,35.30588,8.359069,QM9-overlap reference
CC(=O)c1ccccc1,9.512,120.14852000000003,120.057514876,3.183,-82.40119,14.393727,QM9-overlap reference
NC(=O)c1ccccc1,12.601,121.13658000000002,121.052763849,3.807,-82.07536,13.716543,QM9-overlap reference
CN1C(=O)CCC1=O,13.451,113.11458000000005,113.047678469,2.054,-382.55582,11.385432,QM9-overlap reference
CCC(=O)NC(C)C,14.182,115.17352000000008,115.099714041,3.657,-312.50806,13.28442,QM9-overlap reference
N/C=C/OP(=O)(O)O,7.949,139.04710099999994,139.003444307,4.054,-974.32463,13.114604,Psi4-recomputed reference
O=C1CCC(=O)N1,13.868,99.08800000000002,99.032028405,2.833,-381.12984,9.47335,QM9-overlap reference
CN1CC(=O)NC(=O)C1,9.984,128.12922000000003,128.058577506,4.873,-334.75217,12.631605,QM9-overlap reference
C1CC2(C1)CCC2,13.869,96.17018000000006,96.093900384,0.003,21.88548,12.559839,QM9-overlap reference
CC(=O)NC1CCC1,14.029,113.15764000000006,113.084063977,3.858,-211.32318,12.817126,QM9-overlap reference
O=CN1CCOCC1,10.55,115.13046000000004,115.063328533,3.258,-326.31724,11.739096,QM9-overlap reference
COC,12.112,46.06843999999999,46.041864812,1.625,-188.28735,5.103928,QM9-overlap reference
CCOC(=O)C1CC1,14.657,114.14240000000004,114.06807956,1.832,-328.1484,12.312118,QM9-overlap reference
C#N,17.713,27.025340000000003,27.010899037,2.773,124.87923,2.718676,QM9-overlap reference
O=CC=O,8.833,58.03608,58.005479304000005,3.838,-204.85778,4.843263,QM9-overlap reference
CCC1(C)CCCC1,14.625,112.21264000000008,112.125200512,0.095,-152.92033,14.869143,QM9-overlap reference
CCO,13.157,46.06844,46.041864812,1.807,-233.76071,5.060739,QM9-overlap reference
COc1ccccc1O,8.443,124.13722000000004,124.052429496,1.817,-241.94987,13.787052,QM9-overlap reference
CC(=O)C1CCCC1,13.953,112.16958000000008,112.088815004,3.063,-259.1949,13.247227,QM9-overlap reference
O[NH+]1CCCCC1,14.456,102.15488000000006,102.091889009,1.23,-130.73394,11.381931,Psi4-recomputed reference
CC1(C)CC=CC1,10.456,96.17018000000006,96.093900384,0.626,-31.33736,12.770257,QM9-overlap reference
C#CC#C,10.522,50.058679999999995,50.015650064,0.001,471.58398,6.987179,QM9-overlap reference
C1CCCCC1,8.072,84.1595,84.09390038,0.002,336.26277,15.98741,QM9-overlap reference
CCC(=O)C1(C)CC1,13.793,112.16958000000008,112.088815004,3.078,-167.42629,13.379451,QM9-overlap reference
C#CC#N,14.549,51.04674,51.010899037,3.73,376.19807,5.933095,QM9-overlap reference
O=C1CCC(=O)C1,13.838,98.09994000000005,98.036779432,1.954,-353.49166,9.908845,QM9-overlap reference
COC(=O)C(=O)OC,10.905,118.08804000000002,118.026608672,2.41,-662.45327,10.100213,QM9-overlap reference
CCCCO,13.081,74.1216,74.07316494,1.787,-276.08732,8.729524,QM9-overlap reference
COC(=O)CN(C)C,10.263,117.14634000000004,117.078978597,2.4130000000000003,-365.05097,12.089689,QM9-overlap reference
CS,0.0,48.10745999999999,48.003371128,1.757,109.15163,4.763688,Psi4-recomputed reference
CS,11.625,48.10745999999999,48.003371128,1.921,-21.71473,5.211218,Psi4-recomputed reference
CCC(=O)NC1(C)CC1,14.144,127.18422000000008,127.099714041,3.327,-183.78173,14.665514,QM9-overlap reference
CC(=O)CCO,14.108,88.10512000000004,88.052429496,1.517,-410.08693,8.886105,QM9-overlap reference
C1CC1,13.765,42.07973999999999,42.046950192,0.0,50.28594,5.867671,QM9-overlap reference
OCCO,16.116,62.06784,62.036779432,0.438,-400.50481,5.630997,QM9-overlap reference
CCOCCOCC,11.467,118.17416000000006,118.099379688,0.007,-413.12017,13.201369,QM9-overlap reference
CCOC1CC1,11.553,86.13230000000006,86.07316494,1.521,-120.48805,10.271549,QM9-overlap reference
CCC(=O)N(C)C,13.764,101.14694000000006,101.084063977,4.109,-243.5713,11.518657,QM9-overlap reference
CCCC#CCC(C)C,11.379,124.22334000000008,124.125200512,0.118,43.22475,16.867362,QM9-overlap reference
O=C1C=CC(=O)C1,12.258,96.08406000000002,96.021129368,1.181,-203.46281,9.814252,QM9-overlap reference
CCCOC(=O)CC,14.944,116.15828000000006,116.083729624,1.929,-476.98141,12.714519,QM9-overlap reference
NC(=O)C1CCC1,14.592,99.13106000000003,99.068413913,3.762,-189.53734,10.797661,QM9-overlap reference
CNC(=O)NC,14.188,88.10842000000004,88.063662886,3.284,-212.45392,8.959693,QM9-overlap reference
CCCCC1=CCCC1,13.489,124.22334000000008,124.125200512,0.445,-79.86747,16.519424,QM9-overlap reference
Nc1nccnn1,11.854,96.09066,96.043596148,2.738,255.5228,9.712906,QM9-overlap reference
CC(=O)OC1(C)CC1,11.265,114.14240000000004,114.06807956,1.818,-342.86582,12.260345,QM9-overlap reference
C#CCCC(C)C,0.0,96.17018000000006,96.093900384,1.044,206.31238,12.571638,QM9-overlap reference
CC(=O)SSCc1ccccc1,10.668,198.3050999999998,198.01730694,1.42,-88.0714,23.114462,Psi4-recomputed reference
Cc1ccccc1F,9.292,110.12888320000005,110.053178444,1.394,-141.37533,12.344571,QM9-overlap reference
CCCC(=O)OC(=C(Cl)Cl)P(=O)(OC)OC,11.956,291.0655810000002,289.98776550600036,4.894,-1142.53072,27.157106,Psi4-recomputed reference
OCCOCCO,11.491,106.12040000000002,106.06299418,2.077,-555.02583,9.994243,QM9-overlap reference
CCCC#CC(C)(C)C,14.783,124.22334000000008,124.125200512,0.177,39.68396,16.85099,QM9-overlap reference
CCCC1CC1,13.027,84.15948000000006,84.093900384,0.295,-16.97594,11.37888,QM9-overlap reference
Cc1cccnn1,9.679,94.11454000000003,94.053098202,4.362,180.31635,10.805358,Psi4-recomputed reference
CC/C=C\[C@@H]1CC1(C)C,10.291,124.22334000000006,124.125200512,0.287,8.31253,16.855547,Psi4-recomputed reference
C#CC#CC#C,9.314,74.08008000000001,74.015650064,0.0,702.12335,11.301739,QM9-overlap reference
C[C@H]1CNC(=O)NC1=O,10.567,128.12922000000003,128.058577506,4.744,-401.23623,12.528261,Psi4-recomputed reference
CCC=O,10.581,58.07913999999999,58.041864812,2.891,-187.56548,6.460314,QM9-overlap reference
CC1(O)CC1,15.823999999999998,72.10572000000003,72.057514876,1.885,-150.43866,8.31792,QM9-overlap reference
CCC[C@H]1CCCCN1,12.091,127.22728000000008,127.136099549,1.488,-107.87919,16.167809,Psi4-recomputed reference
NC(=O)NC(c1ccccc1)c1ccccc1,12.563,226.27375999999975,226.110613078,3.791,7.19736,26.646826,Psi4-recomputed reference
CCC1CCC1,17.465,84.15948000000006,84.093900384,0.164,-57.44397,11.260411,QM9-overlap reference
CCCCC(=O)CC,10.855,114.18546,114.104465068,3.221,-309.16144,13.813041,QM9-overlap reference
C#Cc1ccccn1,12.196,103.12130000000003,103.042199165,2.386,383.99187,13.066147,QM9-overlap reference
NC1CCCC1,15.747,85.14754000000006,85.089149357,1.861,-62.97809,10.568866,Psi4-recomputed reference
CCCOCC(C)C,11.929,116.20134000000007,116.120115132,1.354,-313.2108,14.31286,QM9-overlap reference
NC(=O)c1ncc[nH]1,9.264,111.10200000000005,111.043261795,1.439,-44.29222,10.847316,QM9-overlap reference
CCCCOC=O,11.602,102.13170000000004,102.06807956,2.091,-425.4332,10.861511,QM9-overlap reference
CC(C)C,18.571,58.12219999999998,58.078250319999995,0.094,-121.11629,8.11739,QM9-overlap reference
CSSSSC,9.881,158.3290399999999,157.935234192,0.279,-24.07253,18.587693,Psi4-recomputed reference
C#CC1CC1,11.303,66.10114,66.046950192,0.803,297.58592,8.915279,QM9-overlap reference
O=C1NCCCN1,14.123,100.11912000000004,100.063662886,5.318,-196.01919,10.335746,QM9-overlap reference
CCc1ccccn1,9.776000000000002,107.15306000000004,107.073499293,1.99,71.23617,13.367734,QM9-overlap reference
C/C=C/[C@@H]1CC[C@H]1C,10.347,110.19676000000004,110.109550448,0.281,-7.15881,14.861535,Psi4-recomputed reference
C/C=C/[C@H]1CC[C@@H]1C,10.347,110.19676000000004,110.109550448,0.281,-7.15878,14.861747,Psi4-recomputed reference
CCCCn1cncn1,10.122,125.17164000000004,125.095297367,4.358,138.14041,14.161015,QM9-overlap reference
CCCCOCCCO,11.885,132.20074000000002,132.115029752,2.569,-473.39753,14.952252,QM9-overlap reference
CCOC(=O)CN,13.760000000000002,103.11976000000004,103.063328533,2.266,-401.06002,10.282,QM9-overlap reference
C1CC1OC1CC1,11.693,98.14300000000006,98.07316494,1.299,-0.52325,11.662909,QM9-overlap reference
CCCCCCCC=O,13.864,128.21204000000006,128.120115132,2.9210000000000003,-295.27613,15.619362,QM9-overlap reference
CNC(=O)CC(C)(C)C,14.175,129.20010000000005,129.115364105,3.466,-320.28261,15.013996,QM9-overlap reference
CCCCCC(=O)OC,14.939,130.18486000000007,130.099379688,1.802,-487.80795,14.505752,QM9-overlap reference
CCOC(C)(C)C,12.32,102.17476000000008,102.104465068,1.334,-315.3494,12.449345,QM9-overlap reference
O=Cc1ccncc1O,11.892,123.10940000000002,123.032028405,2.786,-162.41267,12.546668,QM9-overlap reference
COC1=C(C)C=NC(=O)[NH+]1,8.651,140.1399199999999,140.058577506,6.803,-244.51714,14.386615,Psi4-recomputed reference
CCC1=NCCO1,10.6,99.13106000000003,99.068413913,1.528,-153.85797,10.929419,QM9-overlap reference
CC(=O)c1cccn1C,12.198,123.15246000000003,123.068413913,1.18,-84.17019,14.177035,QM9-overlap reference
OCc1cn[nH]n1,13.358,99.09130000000002,99.043261795,1.611,68.58789,9.176424,QM9-overlap reference
CCCC(=O)OCC,14.949000000000002,116.15828000000006,116.083729624,2.076,-477.57755,12.714638,QM9-overlap reference
Cc1nccc2c1C=CC(=O)[NH+]2,11.416,160.17261999999988,160.063662886,1.967,-36.27847,18.49661,Psi4-recomputed reference
CCCc1ccccc1,9.453,120.19158000000006,120.093900384,0.5690000000000001,14.28464,15.935284,QM9-overlap reference
CCCCC,14.815,72.14878000000003,72.093900384,0.066,-139.26822,9.965126,QM9-overlap reference
CC1=CCCC1(C)C,10.549,110.19676000000008,110.109550448,0.615,-70.07081,14.69961,QM9-overlap reference
O=C1CCCCC1=O,12.594,112.12652000000004,112.052429496,4.78,-335.46409,11.814354,QM9-overlap reference
O=C1CCNC(=O)N1,10.566,114.10264000000002,114.042927442,4.661,-377.95357,10.703039,QM9-overlap reference
CCNc1ccccc1,8.644,121.17964000000003,121.089149357,2.362,65.2484,15.697582,QM9-overlap reference
CO,16.599,32.04186000000001,32.026214748,1.943,-204.75811,3.213009,QM9-overlap reference
CCCC(=O)NC,14.165,101.14694000000004,101.084063977,3.676,-272.812,11.416038,QM9-overlap reference
COCCC#N,11.328,85.10448000000004,85.052763849,4.503,-80.1552,8.997393,QM9-overlap reference
COC(=O)CC(C)C,11.637,116.15828000000003,116.083729624,1.787,-469.43501,12.636171,QM9-overlap reference
CC(=O)C1(C)CC1,13.87,98.14300000000006,98.07316494,3.291,-149.95481,11.545759,QM9-overlap reference
CCCNC=O,13.842,87.12036000000003,87.068413913,3.469,-152.80463,9.225959,QM9-overlap reference
CCCC,0.0,58.12219999999998,58.078250319999995,0.413,27.66601,7.81287,QM9-overlap reference
NCCCNCCCN,12.132,131.21928000000003,131.142247559,2.218,-22.85843,15.245948,Psi4-recomputed reference
CC(=O)N1CC1,13.698,85.10448000000004,85.052763849,3.129,-60.50823,9.190959,QM9-overlap reference
CC,16.475,30.069040000000008,30.046950191999997,0.002,-76.13706,4.472911,QM9-overlap reference
CC1CC(=O)NC(=O)C1,13.885,127.14116000000004,127.063328533,4.181,-442.09659,13.162886,QM9-overlap reference
CCOC[N+]1C=C(F)C(=O)[NH+]C1=O,9.067,188.15636319999984,188.059720378,5.48,-661.95964,17.099326,Psi4-recomputed reference
Cn1cccc1,9.711,81.11578000000004,81.057849229,3.075,107.67504,10.067352,QM9-overlap reference
Nc1ccncn1,9.178,95.10260000000002,95.048347175,3.908,143.8422,10.251917,QM9-overlap reference
O=C1CCCCO1,14.59,100.11582000000004,100.052429496,5.05,-386.60961,10.403802,QM9-overlap reference
CCC(=S)[C@H]1CC[C@@H]1C,7.340000000000001,142.2617599999999,142.081621448,2.887,36.47536,17.485696,Psi4-recomputed reference
CC(=O)OC1CC1,14.582,100.11582000000004,100.052429496,2.079,-306.36496,10.49145,QM9-overlap reference
CN1CCCCC1,11.756,99.17412000000007,99.104799421,1.561,-48.34983,12.567874,Psi4-recomputed reference
O=C1CCCCCO1,11.329,114.14240000000004,114.06807956,5.058,-406.63382,12.228112,Psi4-recomputed reference
Nc1ccccc1,11.791,93.12648000000004,93.057849229,1.765,88.78185,11.809364,QM9-overlap reference
CC1(C)CC1,16.079,70.13290000000002,70.07825032,0.491,-5.90373,9.539862,QM9-overlap reference
c1ccnnc1,12.742,80.08796000000002,80.037448138,4.405,222.38912,8.85436,QM9-overlap reference
O=CCCC=O,10.517,86.08924000000003,86.036779432,0.069,-304.19512,8.439572,QM9-overlap reference
N,7.234,17.03052,17.026549101,1.845,616.54594,1.298245,QM9-overlap reference
O=C1C=CC(=O)N1,12.423,97.07212,97.016378341,1.911,-211.56383,9.214014,QM9-overlap reference
O=CN(C=O)C=O,13.854,101.06082,101.011292961,0.002,-478.7651,8.297552,QM9-overlap reference
CCCC(=O)CC,13.975,100.15888000000008,100.088815004,2.986,-287.46484,11.969347,QM9-overlap reference
CCCCOC1CC1,11.739,114.18546000000006,114.104465068,1.35,-165.65795,13.933407,QM9-overlap reference
C1CC1C1CC1,12.494,82.14360000000005,82.07825032,0.0,123.33085,11.029427,QM9-overlap reference
C1CCC2(C1)CCCC2,14.195,124.22334000000008,124.125200512,0.045,-125.39578,16.163824,QM9-overlap reference
CCCC,0.0,58.12219999999998,58.078250319999995,0.412,27.7089,7.813104,QM9-overlap reference
Nc1cccccc1=O,10.928999999999998,121.13658000000004,121.052763849,2.572,32.76233,14.563254,QM9-overlap reference
CC(=O)C(C)(C)C,13.855,100.15888000000008,100.088815004,3.034,-289.03719,11.928821,QM9-overlap reference
COC(=O)C1CC1,11.355,100.11582000000004,100.052429496,1.604,-296.35776,10.428345,QM9-overlap reference
C=CC(C)(C)C,10.963,84.15948000000006,84.093900384,0.457,-46.45222,11.464413,Psi4-recomputed reference
CCCCC,9.145,72.14877999999999,72.093900384,0.705,76.56386,9.901739,QM9-overlap reference
C1CCC1,17.747,56.10631999999998,56.062600256,0.0,-9.51471,7.603578,QM9-overlap reference
CCCC/C=C/CC/C=C/CCCCCC=O,10.14,236.3929199999997,236.214015516,2.809,-276.70068,29.863436,Psi4-recomputed reference
CCC[C@]1(C)O[C@@H]1C(C)(C)C,15.526,156.26519999999982,156.15141526,1.85,-260.83572,19.255693,Psi4-recomputed reference
NC(=O)C1CCCCC1,11.665,127.18422000000008,127.099714041,3.696,-291.78998,14.450339,QM9-overlap reference
CCCCOCCO,11.936,118.17416000000006,118.099379688,2.637,-455.19866,13.082826,QM9-overlap reference
CCC#CC(C)C,11.476,96.17018000000006,96.093900384,0.243,87.61519,13.139223,QM9-overlap reference
CCCOCCC,11.935,102.17476000000003,102.104465068,1.403,-289.91804,12.500853,QM9-overlap reference
C#CC(C)(C)C,15.414,82.14360000000003,82.07825032,0.979,126.2721,11.052375,QM9-overlap reference
CCOC(=O)CC(C)C,11.84,130.18486000000004,130.099379688,2.148,-500.5928,14.469497,QM9-overlap reference
C#CC(F)(F)F,12.391,94.0352496,94.003034692,3.063,-415.28978,5.612856,QM9-overlap reference
COCCOCCC=O,13.842,132.15768,132.078644244,3.22,-501.95377,13.368593,QM9-overlap reference
CCCC(=O)C(C)(C)C,13.773,128.21204000000006,128.120115132,3.078,-333.56131,15.595239,QM9-overlap reference
Fc1ccccc1,9.449000000000002,96.10230320000002,96.03752838,1.686,-102.91102,10.419515,QM9-overlap reference
CCCCOCC,11.952000000000002,102.17476000000008,102.104465068,1.266,-288.59026,12.501499,QM9-overlap reference
CPCC(C)(C)C,13.239999999999998,118.15706100000008,118.09113711,2.992,-163.13731,15.925884,Psi4-recomputed reference
CPCC(C)(C)C,13.239999999999998,118.15706100000008,118.09113711,2.992,-163.13719,15.925858,Psi4-recomputed reference
CC1(C)COCOC1,12.231,116.15828000000006,116.083729624,2.364,-414.66465,12.511584,QM9-overlap reference
OCc1cnc[nH]1,12.834,98.10324000000004,98.048012822,6.003,-38.67271,9.937987,QM9-overlap reference
CC1(C)CCCCC1,14.487,112.21264000000008,112.125200512,0.077,-164.35468,14.920168,QM9-overlap reference
N,14.423,17.030520000000003,17.026549101,2.184,-17.82555,1.877778,QM9-overlap reference
CCC(=O)NC,14.153,87.12036000000005,87.068413913,4.309,-246.78692,9.631819,Psi4-recomputed reference
C[C@H]1CC[C@@H]1C#N,15.583,95.14236000000002,95.073499293,4.132,91.26115,11.549339,Psi4-recomputed reference
COCC#N,10.998,71.07790000000003,71.037113785,4.859,-40.98435,7.190748,QM9-overlap reference
CC(=O)C#N,13.541,69.06202000000002,69.021463721,3.449,-28.61644,6.752048,QM9-overlap reference
CC(=O)OCC(C)(C)C,14.971,130.18486000000004,130.099379688,2.329,-507.29634,14.494612,QM9-overlap reference
CNC(=O)C(C)(C)C,14.118,115.17352000000004,115.099714041,3.717,-297.4052,13.196751,QM9-overlap reference
CCCCNC=O,14.049,101.14694000000006,101.084063977,4.072,-251.99395,11.447605,QM9-overlap reference
COCCCC(C)C,12.008,116.20134000000007,116.120115132,1.503,-303.26483,14.292229,QM9-overlap reference
COCC(=O)OC,14.395,104.10452000000004,104.047344116,3.05,-518.22848,9.683974,QM9-overlap reference
OCC1(CO)COC1,14.77,118.13110000000005,118.06299418,4.055,-485.39229,11.217213,QM9-overlap reference
C[C@H]1C[C@H]1C(=O)OC(C)(C)C,14.501,156.22213999999985,156.115029752,1.514,-428.15472,17.73182,Psi4-recomputed reference
COC1(C)CC1,11.89,86.13230000000006,86.07316494,1.639,-130.25584,10.213502,QM9-overlap reference
CCC(=O)NC1CCC1,14.036,127.18422000000008,127.099714041,3.594,-227.62147,14.659274,QM9-overlap reference
CCC(=O)NCC(C)C,14.108,129.20010000000005,129.115364105,3.671,-324.10531,15.104765,QM9-overlap reference
O=c1cccccc1,11.512,106.12194000000002,106.041864812,4.365,56.00511,12.968834,QM9-overlap reference
c1cn[nH]n1,13.574000000000002,69.06532000000001,69.032697111,0.033,261.06705,6.646417,QM9-overlap reference
CC1(C)CCCC1,14.408,98.18606000000008,98.109550448,0.092,-137.05897,13.03889,QM9-overlap reference
CCC(C)C,18.38,72.14878000000003,72.093900384,0.09,-135.90265,9.945761,Psi4-recomputed reference
Cc1ccccc1O,12.194,108.13782000000003,108.057514876,1.86,-129.17403,12.978981,QM9-overlap reference
CCC1=CCCC1,13.505,96.17018000000004,96.093900384,0.49,-38.81231,12.90131,QM9-overlap reference
